"",rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change,bfi_injected,log_bfi_baseline,log_bfi_injected,log_bfi_baseline_std,log_bfi_change
407,20240821a,fa/fa,Young,M,5,Empa,61.38679885864258,-5.104347229003906,56.28245162963867,4.11719480973455,4.0303827925916424,0.08064827916227102,-0.08681201714290765
408,20240821a,fa/fa,Young,M,6,Empa,60.54009628295898,-5.309703826904297,55.23039245605468,4.103305893994669,4.011513389737111,0.013803777786580172,-0.09179250425755825
409,20240821a,fa/fa,Young,M,7,Empa,50.94652557373047,-3.774028778076172,47.1724967956543,3.9307765644824637,3.8538110277514726,-0.8165444812075018,-0.07696553673099116
410,20240821a,fa/fa,Young,M,8,Empa,68.76932525634766,-7.109920501708984,61.65940475463867,4.230757791684769,4.121625768740286,0.6272036075527961,-0.10913202294448254
411,20240821a,fa/fa,Young,M,9,Empa,61.7743034362793,-6.603084564208984,55.17121887207031,4.12348747599207,4.010441420063136,0.11093359057068596,-0.11304605592893324
433,20240821b,fa/+,Young,M,10,Empa,69.26174926757812,-13.974166870117188,55.28758239746094,4.237892795189816,4.012548333538547,0.6615429152814173,-0.22534446165126898
434,20240821b,fa/+,Young,M,11,Empa,69.47870635986328,-15.328594207763672,54.15011215209961,4.241020322314471,3.9917600445824286,0.6765950615469625,-0.2492602777320423
435,20240821b,fa/+,Young,M,12,Empa,51.57786560058594,-8.190967559814453,43.386898040771484,3.9430926192283753,3.770157507067378,-0.7572698370362334,-0.17293511216099722
436,20240821b,fa/+,Young,M,13,Empa,47.81797790527344,-5.903942108154297,41.91403579711914,3.867401675591859,3.7356207540585387,-1.1215548165692597,-0.13178092153332033
437,20240821b,fa/+,Young,M,14,Empa,51.38644409179688,-9.67373275756836,41.71271133422852,3.939374404054663,3.730805910513049,-0.7751648436695199,-0.2085684935416139
438,20240821b,fa/+,Young,M,15,Empa,52.71319580078125,-10.242912292480469,42.47028350830078,3.964865818905527,3.748804619798561,-0.65247989496801,-0.21606119910696586
439,20240821b,fa/+,Young,M,16,Empa,57.501895904541016,-7.801746368408203,49.70014953613281,4.05181791951262,3.906007941873365,-0.23399727778569598,-0.14580997763925474
440,20240821b,fa/+,Young,M,17,Empa,55.44573211669922,-7.244796752929687,48.20093536376953,4.015404742695299,3.8753784267555975,-0.40924642562734825,-0.14002631593970172
441,20240821b,fa/+,Young,M,18,Empa,70.21062469482422,-16.51370620727539,53.69691848754883,4.2514996485087915,3.983355616023775,0.7270299081060201,-0.2681440324850164
442,20240821b,fa/+,Young,M,19,Empa,64.24676513671875,-12.614173889160156,51.632591247558594,4.162731374441188,3.944153086428551,0.2998064207468496,-0.21857828801263723
443,20240821b,fa/+,Young,M,20,Empa,67.31187438964844,-15.355548858642578,51.95632553100586,4.209336660754916,3.9504034720386487,0.524108100118918,-0.25893318871626736
444,20240821b,fa/+,Young,M,21,Empa,61.21197891235352,-12.592575073242188,48.619403839111335,4.114342904226893,3.8840227071737927,0.06692264318029667,-0.23032019705310036
445,20240821b,fa/+,Young,M,22,Empa,55.49087905883789,-10.412353515625,45.07852554321289,4.01621866596468,3.808405981077064,-0.405329179953259,-0.20781268488761606
446,20240821b,fa/+,Young,M,23,Empa,54.11383438110352,-6.8800201416015625,47.23381423950196,3.9910898718515138,3.8551100394763824,-0.5262689094559597,-0.13597983237513134
447,20240821b,fa/+,Young,M,24,Empa,68.75228881835938,-10.22726821899414,58.525020599365234,4.230510027895926,4.069454365352397,0.6260111712795609,-0.16105566254352954
448,20240821b,fa/+,Young,M,26,Empa,51.90464019775391,-7.3014984130859375,44.603141784667976,3.949408192683102,3.7978043001474053,-0.726874277988341,-0.15160389253569662
449,20240821b,fa/+,Young,M,27,Empa,62.654518127441406,-15.272850036621094,47.38166809082031,4.137635795700137,3.8582354047554825,0.17902655001416715,-0.27940039094465474
450,20240821b,fa/+,Young,M,2,Empa,65.71568298339844,-9.013607025146484,56.70207595825195,4.1853376029926235,4.037810823083783,0.4086055598449855,-0.14752677990884067
451,20240821b,fa/+,Young,M,4,Empa,59.17729949951172,-10.979503631591797,48.19779586791992,4.080538013952382,3.875313291129628,-0.09577335676526828,-0.20522472282275395
452,20240821b,fa/+,Young,M,5,Empa,54.29205703735352,-11.406951904296877,42.88510513305665,3.9943779370016137,3.7585245659505526,-0.5104441266172166,-0.23585337105106108
453,20240821b,fa/+,Young,M,6,Empa,59.20697784423828,-9.00130844116211,50.20566940307617,4.081039403934468,3.916127956637116,-0.09336026966941657,-0.16491144729735163
454,20240821b,fa/+,Young,M,7,Empa,60.259765625,-11.255210876464844,49.004554748535156,4.0986646442986405,3.891913247842404,-0.008533604590956706,-0.2067513964562364
455,20240821b,fa/+,Young,M,8,Empa,58.16642761230469,-11.95941162109375,46.20701599121094,4.063308343148815,3.833131647839558,-0.17869622672153732,-0.23017669530925744
456,20240821b,fa/+,Young,M,9,Empa,55.451148986816406,-8.866329193115234,46.58481979370117,4.015502434714544,3.841274732561777,-0.4087762539856518,-0.17422770215276717
486,20240822b,fa/+,Young,M,0,Empa,51.83430480957031,-6.398956298828125,45.43534851074219,3.948052185082367,3.81629040365255,-0.7334004643106119,-0.13176178142981687
487,20240822b,fa/+,Young,M,10,Empa,53.04934310913086,-7.797893524169922,45.25144958496094,3.9712224824975766,3.8122347046595855,-0.6218865775211,-0.15898777783799112
488,20240822b,fa/+,Young,M,11,Empa,56.37261199951172,-9.109733581542969,47.26287841796875,4.031983437715231,3.855725175912715,-0.329456568533978,-0.17625826180251547
489,20240822b,fa/+,Young,M,12,Empa,53.96654891967773,-10.259113311767578,43.70743560791015,3.9883643901664856,3.7775182388382276,-0.5393860935224711,-0.210846151328258
490,20240822b,fa/+,Young,M,13,Empa,55.39399719238281,-8.536399841308594,46.85759735107422,4.014471233954419,3.847113158847398,-0.4137392116361813,-0.16735807510702072
491,20240822b,fa/+,Young,M,15,Empa,62.93694305419922,-12.263504028320312,50.673439025878906,4.1421333212511335,3.9254018882302506,0.20067221757463222,-0.21673143302088294
492,20240822b,fa/+,Young,M,16,Empa,55.62967300415039,-10.683979034423828,44.94569396972656,4.0187167460212185,3.8054549603272654,-0.39330643326062925,-0.21326178569395315
493,20240822b,fa/+,Young,M,17,Empa,49.11066436767578,-7.051326751708984,42.0593376159668,3.8940762081143174,3.739081421600064,-0.9931757652964878,-0.15499478651425358
494,20240822b,fa/+,Young,M,18,Empa,57.95954513549805,-9.370635986328123,48.58890914916992,4.059745269517927,3.8833952980561093,-0.19584456894509447,-0.1763499714618173
495,20240822b,fa/+,Young,M,19,Empa,49.843143463134766,-7.256305694580078,42.58683776855469,3.908880943580484,3.7515452329643275,-0.9219236115093278,-0.15733571061615637
496,20240822b,fa/+,Young,M,1,Empa,56.35567474365234,-8.675849914550781,47.679824829101555,4.031682940715299,3.8645083488640526,-0.33090279893104296,-0.16717459185124683
497,20240822b,fa/+,Young,M,20,Empa,51.93701553344727,-8.546272277832031,43.39074325561524,3.950031744696297,3.7702461293158933,-0.723873250105066,-0.17978561538040383
498,20240822b,fa/+,Young,M,21,Empa,46.48039627075195,-7.333145141601562,39.14725112915039,3.8390306381259007,3.667330206156902,-1.2580987980031395,-0.17170043196899876
499,20240822b,fa/+,Young,M,23,Empa,59.44432067871094,-9.168949127197266,50.27537155151367,4.085040087517243,3.917515326014573,-0.07410580054735186,-0.1675247615026696
500,20240822b,fa/+,Young,M,24,Empa,51.60798263549805,-8.022354125976562,43.585628509521484,3.943676362760694,3.7747274746766832,-0.7544603992025026,-0.16894888808401065
501,20240822b,fa/+,Young,M,25,Empa,47.68986129760742,-7.925273895263672,39.76458740234375,3.8647188238892003,3.682976752455451,-1.1344668312785289,-0.18174207143374943
502,20240822b,fa/+,Young,M,26,Empa,59.96306610107422,-10.115596771240234,49.847469329833984,4.093728807702095,3.908967729418804,-0.03228877326986178,-0.1847610782832909
503,20240822b,fa/+,Young,M,27,Empa,56.44164276123047,-8.968891143798828,47.47275161743164,4.033207232890417,3.860155896281057,-0.3235666934851699,-0.17305133660936
504,20240822b,fa/+,Young,M,28,Empa,58.2866096496582,-8.128475189208984,50.15813446044922,4.0653723868671525,3.9151807038557056,-0.16876240785807417,-0.15019168301144692
505,20240822b,fa/+,Young,M,29,Empa,55.049312591552734,-8.870033264160156,46.17927932739258,4.008229376107124,3.8325311980746646,-0.4437799925923435,-0.17569817803245957
506,20240822b,fa/+,Young,M,2,Empa,57.36064529418945,-10.53335952758789,46.82728576660156,4.049358446126786,3.8464660622289975,-0.24583421849452058,-0.20289238389778852
507,20240822b,fa/+,Young,M,30,Empa,56.67595672607422,-8.510330200195312,48.165626525878906,4.0373500771699335,3.874645624032779,-0.3036280341018292,-0.16270445313715465
508,20240822b,fa/+,Young,M,31,Empa,57.914920806884766,-9.46072769165039,48.454193115234375,4.058975050980884,3.880618879798031,-0.19955147271088722,-0.17835617118285274
509,20240822b,fa/+,Young,M,32,Empa,48.66461944580078,-7.98907470703125,40.67554473876953,3.8849522659732445,3.7056270454867084,-1.0370874265393761,-0.1793252204865361
510,20240822b,fa/+,Young,M,33,Empa,72.56925964355469,-12.012115478515623,60.55714416503906,4.284541411275137,4.1035874509009975,0.886053131952664,-0.1809539603741399
511,20240822b,fa/+,Young,M,3,Empa,58.64799880981445,-9.012786865234377,49.63521194458008,4.071553453627574,3.9047005000956303,-0.13901420192837233,-0.16685295353194407
512,20240822b,fa/+,Young,M,4,Empa,70.02644348144531,-11.067768096923828,58.958675384521484,4.248872934735143,4.076836781287486,0.7143880737292717,-0.17203615344765666
513,20240822b,fa/+,Young,M,5,Empa,56.858158111572266,-9.120231628417969,47.7379264831543,4.040559712303387,3.865726186434834,-0.2881807188389438,-0.17483352586855316
514,20240822b,fa/+,Young,M,6,Empa,59.18191146850586,-9.343006134033203,49.838905334472656,4.080615945681713,3.9087959106439465,-0.0953982873440084,-0.17182003503776677
515,20240822b,fa/+,Young,M,7,Empa,56.39574813842773,-9.71990203857422,46.67584609985351,4.0323937680456945,3.8432268167375834,-0.3274817328554503,-0.18916695130811112
516,20240822b,fa/+,Young,M,8,Empa,59.04576873779297,-10.441631317138672,48.6041374206543,4.0783128844924645,3.8837086593951438,-0.10648244824729546,-0.19460422509732078
517,20240822b,fa/+,Young,M,9,Empa,60.995304107666016,-11.720111846923828,49.27519226074219,4.110796879368516,3.8974207548219826,0.04985635320033961,-0.21337612454653376
550,20240823a,fa/fa,Young,F,0,Empa,57.117767333984375,-3.916816711425781,53.200950622558594,4.0451152299772115,3.9740762650330392,-0.2662559470916022,-0.07103896494417228
551,20240823a,fa/fa,Young,F,10,Empa,68.23697662353516,-5.108577728271484,63.12839889526367,4.222986597154082,4.145170730031359,0.5898024429675974,-0.07781586712272315
552,20240823a,fa/fa,Young,F,11,Empa,63.67802429199219,-4.986934661865234,58.69108963012695,4.153839515489375,4.072287920254553,0.2570117282691481,-0.08155159523482247
553,20240823a,fa/fa,Young,F,12,Empa,53.76068878173828,-3.5395278930664062,50.221160888671875,3.984542508293129,3.916436469525028,-0.5577800267081793,-0.06810603876810095
554,20240823a,fa/fa,Young,F,13,Empa,63.96904373168945,-4.457126617431641,59.51191711425781,4.158399274650758,4.086176580131279,0.27895691342573276,-0.07222269451947927
555,20240823a,fa/fa,Young,F,14,Empa,61.06026077270508,-6.729904174804688,54.33035659790039,4.111861258059241,3.9950831240961047,0.054978989422553484,-0.11677813396313619
556,20240823a,fa/fa,Young,F,15,Empa,51.06269073486328,-2.8851318359375,48.17755889892578,3.9330541079349253,3.874893329629294,-0.8055831319349942,-0.05816077830563149
557,20240823a,fa/fa,Young,F,16,Empa,47.87676239013672,-3.4478836059570312,44.42887878417969,3.8686302591498687,3.7938896810718816,-1.1156418960165257,-0.07474057807798706
558,20240823a,fa/fa,Young,F,17,Empa,55.868900299072266,-4.248622894287109,51.620277404785156,4.023007880067609,3.9439145682548182,-0.3726540856591839,-0.07909331181279056
559,20240823a,fa/fa,Young,F,18,Empa,56.68811798095703,-4.399688720703125,52.288429260253906,4.037564629354316,3.956775108740519,-0.3025954384656612,-0.08078952061379674
560,20240823a,fa/fa,Young,F,19,Empa,55.22193145751953,-4.856597900390625,50.365333557128906,4.011360183389758,3.9193031121688797,-0.42871205959955144,-0.09205707122087858
561,20240823a,fa/fa,Young,F,1,Empa,55.495849609375,-3.7986984252929688,51.69715118408203,4.0163082361430265,3.945402677173769,-0.40489809706516144,-0.07090555896925732
562,20240823a,fa/fa,Young,F,20,Empa,55.78800582885742,-4.320629119873047,51.467376708984375,4.021558896978722,3.940948144986423,-0.37962774392685694,-0.08061075199229917
563,20240823a,fa/fa,Young,F,21,Empa,62.82167434692383,-4.556354522705078,58.26531982421875,4.140300146842289,4.0650070591411795,0.19184952532213248,-0.07529308770110976
564,20240823a,fa/fa,Young,F,22,Empa,68.5140380859375,-6.124183654785156,62.389854431152344,4.227038659832887,4.133402672911965,0.6093041891355878,-0.09363598692092268
565,20240823a,fa/fa,Young,F,23,Empa,59.53971481323242,-3.688175201416016,55.851539611816406,4.086643565741299,4.022697092043332,-0.06638858889734219,-0.06394647369796669
566,20240823a,fa/fa,Young,F,2,Empa,60.63984298706055,-4.482036590576172,56.157806396484375,4.10495215206725,4.028165699063038,0.02172688006888505,-0.07678645300421216
567,20240823a,fa/fa,Young,F,3,Empa,55.85297775268555,-5.308063507080078,50.54491424560547,4.022722841062318,3.9228623320095766,-0.37402591990010675,-0.0998605090527418
568,20240823a,fa/fa,Young,F,4,Empa,55.35292053222656,-3.3826560974121094,51.97026443481445,4.013729422572507,3.9506717172278107,-0.4173093975936284,-0.06305770534469657
569,20240823a,fa/fa,Young,F,5,Empa,60.533599853515625,-2.952289581298828,57.5813102722168,4.103198580355838,4.053198040607944,0.013287299264222561,-0.0500005397478942
570,20240823a,fa/fa,Young,F,6,Empa,56.90662384033203,-3.4150390625,53.49158477783203,4.041411746313566,3.979524347657684,-0.2840800539899239,-0.061887398655881665
571,20240823a,fa/fa,Young,F,7,Empa,61.07365036010742,-2.572494506835937,58.501155853271484,4.112080518825261,4.069046512218201,0.0560342464959163,-0.04303400660705936
572,20240823a,fa/fa,Young,F,8,Empa,69.49120330810547,-5.5291900634765625,63.962013244628906,4.241200173453552,4.15828936409059,0.677460648172937,-0.08291080936296247
573,20240823a,fa/fa,Young,F,9,Empa,69.63821411132812,-5.544242858886719,64.0939712524414,4.2433134699894275,4.160350307279433,0.6876315107402681,-0.08296316270999426
598,20240823b,fa/fa,Young,F,0,Empa,60.26063919067383,-7.816509246826172,52.444129943847656,4.098679140859205,3.9597484113979418,-0.00846383561973258,-0.13893072946126317
599,20240823b,fa/fa,Young,F,10,Empa,45.52985763549805,-5.884143829345703,39.645713806152344,3.8183683225132947,3.679982841509995,-1.3575422830281008,-0.13838548100329984
600,20240823b,fa/fa,Young,F,12,Empa,47.61310195922852,-5.536407470703125,42.0766944885254,3.863107974606997,3.739494012314664,-1.142219518318819,-0.12361396229233312
601,20240823b,fa/fa,Young,F,13,Empa,46.60777282714844,-5.638175964355469,40.96959686279297,3.8417673260880623,3.7128302516956984,-1.2449276804243736,-0.1289370743923639
602,20240823b,fa/fa,Young,F,14,Empa,47.94793701171875,-5.355674743652344,42.592262268066406,3.8701157766649787,3.751672599877496,-1.1084924050525005,-0.11844317678748295
603,20240823b,fa/fa,Young,F,15,Empa,47.836856842041016,-5.652172088623047,42.18468475341797,3.8677964060215873,3.7420572346352516,-1.119655060011789,-0.1257391713863356
604,20240823b,fa/fa,Young,F,16,Empa,48.54653549194336,-4.794105529785156,43.7524299621582,3.882522832601897,3.7785471532534114,-1.0487797908228518,-0.10397567934848562
605,20240823b,fa/fa,Young,F,17,Empa,48.12309646606445,-5.611061096191406,42.51203536987305,3.8737622378737626,3.749787221014502,-1.0909427355281143,-0.12397501685926082
606,20240823b,fa/fa,Young,F,1,Empa,53.32221603393555,-5.226470947265625,48.09574508666992,3.9763530554734206,3.87319371346233,-0.597194182609586,-0.10315934201109034
607,20240823b,fa/fa,Young,F,20,Empa,54.96003723144531,-5.340202331542969,49.619834899902344,4.006606325341909,3.904390650968767,-0.4515914028665623,-0.1022156743731415
608,20240823b,fa/fa,Young,F,21,Empa,55.30873107910156,-8.1552734375,47.15345764160156,4.012930781763693,3.853407339192478,-0.421153091921055,-0.15952344257121487
609,20240823b,fa/fa,Young,F,22,Empa,52.69762420654297,-3.5303497314453125,49.167274475097656,3.9645703730613437,3.8952282492407293,-0.6539018151889847,-0.06934212382061444
610,20240823b,fa/fa,Young,F,23,Empa,54.3305892944336,-4.654953002929688,49.67563629150391,3.995087407079863,3.9055145974450025,-0.5070295927176861,-0.08957280963486047
611,20240823b,fa/fa,Young,F,24,Empa,54.7041130065918,-3.3951377868652344,51.30897521972656,4.0019388986777855,3.937865692424012,-0.474054769619883,-0.06407320625377366
612,20240823b,fa/fa,Young,F,25,Empa,60.28290557861328,-4.853023529052734,55.42988204956055,4.0990485739671385,4.015118835512447,-0.0066858298809128495,-0.08392973845469154
613,20240823b,fa/fa,Young,F,26,Empa,53.32450866699219,-4.383445739746094,48.941062927246094,3.976396050381392,3.890616776766128,-0.5969872569403052,-0.08577927361526427
614,20240823b,fa/fa,Young,F,27,Empa,56.53689193725586,-6.969757080078125,49.567134857177734,4.03489337971196,3.9033280104261077,-0.31545161483949885,-0.13156536928585227
615,20240823b,fa/fa,Young,F,28,Empa,62.715110778808594,-6.354316711425781,56.36079406738281,4.1386024198596525,4.031773776132484,0.18367871373742725,-0.1068286437271686
616,20240823b,fa/fa,Young,F,29,Empa,52.06563568115234,-4.249011993408203,47.81662368774413,3.9525051472831505,3.86737335493162,-0.7119692710100806,-0.08513179235153068
617,20240823b,fa/fa,Young,F,2,Empa,60.34976196289063,-6.465480804443359,53.88428115844727,4.100157003258888,3.9868388056693287,-0.0013511871553881119,-0.11331819758955897
